date,semaine,equipe1,equipe2,Passage sur le field,Fruit Mannam fixé,Autres fruits (NTF, EM, etc.),Mannam présence,Mannam Taggui,BB individuel,BB groupe,CT,Participation OT
2026-05-11,1,KYK2,KYK17,1,2,0,1,0,0,0,0,0
